frame,time_s,ball_x,ball_y,ball_w,ball_h,cross_x,cross_y
1296,21.6,1333.0,699.0,11.0,9.0,960,540
1297,21.617,1327.0,704.0,11.0,9.0,960,540
1298,21.633,1325.0,707.0,11.0,9.0,960,540
1299,21.65,1321.0,708.0,11.0,9.0,960,540
1300,21.667,1318.0,711.0,11.0,9.0,960,540
1301,21.683,1314.0,713.0,11.0,9.0,960,540
1302,21.7,1311.0,715.0,11.0,9.0,960,540
1303,21.717,1308.0,717.0,11.0,9.0,960,540
1304,21.733,1306.0,717.0,11.0,9.0,960,540
1305,21.75,1307.0,718.0,11.0,9.0,960,540
1306,21.767,1307.0,718.0,11.0,9.0,960,540
1307,21.783,1307.0,719.0,11.0,9.0,960,540
1308,21.8,1304.0,719.0,11.0,9.0,960,540
1309,21.817,1303.0,720.0,11.0,9.0,960,540
1310,21.833,1303.0,720.0,11.0,9.0,960,540
1311,21.85,1302.0,720.0,11.0,9.0,960,540
1312,21.867,1303.0,720.0,11.0,9.0,960,540
1313,21.883,1303.0,720.0,11.0,9.0,960,540
1314,21.9,1303.0,720.0,11.0,9.0,960,540
1315,21.917,1300.0,719.0,11.0,9.0,960,540
1316,21.933,1291.0,718.0,11.0,9.0,960,540
1317,21.95,1275.0,714.0,11.0,9.0,960,540
1318,21.967,,,,,960,540
1319,21.983,,,,,960,540
1320,22.0,,,,,960,540
1321,22.017,1139.0,832.0,10.0,8.0,960,540
1322,22.033,,,,,960,540
1323,22.05,,,,,960,540
1324,22.067,,,,,960,540
1325,22.083,,,,,960,540
1326,22.1,,,,,960,540
1327,22.117,,,,,960,540
1328,22.133,,,,,960,540
1329,22.15,,,,,960,540
1330,22.167,,,,,960,540
1331,22.183,,,,,960,540
1332,22.2,,,,,960,540
1333,22.217,,,,,960,540
1334,22.233,,,,,960,540
1335,22.25,,,,,960,540
1336,22.267,,,,,960,540
1337,22.283,,,,,960,540
1338,22.3,,,,,960,540
1339,22.317,,,,,960,540
1340,22.333,,,,,960,540
1341,22.35,,,,,960,540
1342,22.367,,,,,960,540
1343,22.383,,,,,960,540
1344,22.4,,,,,960,540
1345,22.417,,,,,960,540
1346,22.433,,,,,960,540
1347,22.45,,,,,960,540
1348,22.467,,,,,960,540
1349,22.483,,,,,960,540
1350,22.5,,,,,960,540
1351,22.517,729.0,932.0,12.0,11.0,960,540
1352,22.533,,,,,960,540
1353,22.55,728.0,891.0,11.0,10.0,960,540
1354,22.567,726.0,873.0,11.0,10.0,960,540
1355,22.583,724.0,862.0,11.0,10.0,960,540
1356,22.6,724.0,853.0,11.0,10.0,960,540
1357,22.617,724.0,848.0,11.0,10.0,960,540
1358,22.633,724.0,840.0,11.0,10.0,960,540
1359,22.65,726.0,837.0,11.0,10.0,960,540
1360,22.667,727.0,836.0,11.0,10.0,960,540
1361,22.683,729.0,833.0,11.0,10.0,960,540
1362,22.7,730.0,833.0,11.0,10.0,960,540
1363,22.717,731.0,832.0,11.0,10.0,960,540
1364,22.733,734.0,832.0,11.0,10.0,960,540
1365,22.75,735.0,832.0,11.0,10.0,960,540
1366,22.767,739.0,831.0,11.0,10.0,960,540
1367,22.783,741.0,830.0,11.0,10.0,960,540
1368,22.8,740.0,829.0,11.0,10.0,960,540
1369,22.817,742.0,829.0,11.0,10.0,960,540
1370,22.833,741.0,829.0,11.0,10.0,960,540
1371,22.85,742.0,830.0,11.0,10.0,960,540
1372,22.867,741.0,829.0,11.0,10.0,960,540
1373,22.883,742.0,829.0,11.0,10.0,960,540
1374,22.9,741.0,829.0,11.0,10.0,960,540
1375,22.917,741.0,827.0,11.0,10.0,960,540
1376,22.933,741.0,822.0,11.0,10.0,960,540
1377,22.95,743.0,807.0,11.0,10.0,960,540
1378,22.967,746.0,800.0,11.0,10.0,960,540
1379,22.983,748.0,789.0,11.0,10.0,960,540
1380,23.0,,,,,960,540
1381,23.017,755.0,764.0,11.0,9.0,960,540
1382,23.033,755.0,755.0,11.0,9.0,960,540
1383,23.05,756.0,743.0,11.0,9.0,960,540
1384,23.067,757.0,739.0,11.0,9.0,960,540
1385,23.083,757.0,733.0,11.0,9.0,960,540
1386,23.1,759.0,727.0,11.0,9.0,960,540
1387,23.117,758.0,725.0,11.0,9.0,960,540
1388,23.133,759.0,722.0,11.0,9.0,960,540
1389,23.15,759.0,720.0,11.0,9.0,960,540
1390,23.167,759.0,718.0,11.0,9.0,960,540
1391,23.183,759.0,718.0,11.0,9.0,960,540
1392,23.2,761.0,716.0,11.0,9.0,960,540
1393,23.217,760.0,715.0,11.0,9.0,960,540
1394,23.233,762.0,713.0,11.0,9.0,960,540
1395,23.25,763.0,711.0,11.0,9.0,960,540
1396,23.267,763.0,710.0,11.0,9.0,960,540
1397,23.283,764.0,708.0,11.0,9.0,960,540
1398,23.3,763.0,707.0,11.0,9.0,960,540
1399,23.317,763.0,706.0,11.0,9.0,960,540
1400,23.333,763.0,705.0,11.0,9.0,960,540
1401,23.35,763.0,705.0,11.0,9.0,960,540
1402,23.367,763.0,703.0,11.0,9.0,960,540
1403,23.383,764.0,701.0,11.0,9.0,960,540
1404,23.4,766.0,699.0,11.0,9.0,960,540
1405,23.417,774.0,689.0,11.0,9.0,960,540
1406,23.433,784.0,679.0,11.0,9.0,960,540
1407,23.45,,,,,960,540
1408,23.467,473.0,567.0,14.0,11.0,960,540
1409,23.483,,,,,960,540
1410,23.5,,,,,960,540
1411,23.517,364.0,640.0,14.0,11.0,960,540
1412,23.533,,,,,960,540
1413,23.55,585.0,498.0,10.0,10.0,960,540
1414,23.567,599.0,491.0,10.0,10.0,960,540
1415,23.583,607.0,488.0,10.0,10.0,960,540
1416,23.6,613.0,486.0,10.0,10.0,960,540
1417,23.617,618.0,484.0,10.0,10.0,960,540
1418,23.633,621.0,483.0,10.0,10.0,960,540
1419,23.65,624.0,482.0,10.0,10.0,960,540
1420,23.667,629.0,479.0,10.0,10.0,960,540
1421,23.683,632.0,476.0,10.0,10.0,960,540
1422,23.7,635.0,473.0,10.0,10.0,960,540
1423,23.717,638.0,470.0,10.0,10.0,960,540
1424,23.733,639.0,469.0,10.0,10.0,960,540
1425,23.75,640.0,468.0,10.0,10.0,960,540
1426,23.767,642.0,466.0,10.0,10.0,960,540
1427,23.783,642.0,464.0,10.0,10.0,960,540
1428,23.8,644.0,462.0,10.0,10.0,960,540
1429,23.817,644.0,461.0,10.0,10.0,960,540
1430,23.833,643.0,460.0,10.0,10.0,960,540
1431,23.85,644.0,460.0,10.0,10.0,960,540
1432,23.867,644.0,460.0,10.0,10.0,960,540
1433,23.883,643.0,460.0,10.0,10.0,960,540
1434,23.9,639.0,460.0,10.0,10.0,960,540
1435,23.917,632.0,459.0,10.0,10.0,960,540
1436,23.933,618.0,458.0,10.0,10.0,960,540
1437,23.95,,,,,960,540
1438,23.967,565.0,451.0,12.0,10.0,960,540
1439,23.983,,,,,960,540
1440,24.0,506.0,441.0,13.0,11.0,960,540
1441,24.017,,,,,960,540
1442,24.033,,,,,960,540
1443,24.05,436.0,423.0,14.0,12.0,960,540
1444,24.067,422.0,419.0,14.0,12.0,960,540
1445,24.083,407.0,415.0,14.0,12.0,960,540
1446,24.1,401.0,413.0,14.0,12.0,960,540
1447,24.117,395.0,411.0,14.0,12.0,960,540
1448,24.133,391.0,409.0,14.0,12.0,960,540
1449,24.15,387.0,407.0,14.0,12.0,960,540
1450,24.167,385.0,405.0,14.0,12.0,960,540
1451,24.183,384.0,405.0,14.0,12.0,960,540
1452,24.2,382.0,404.0,14.0,12.0,960,540
1453,24.217,382.0,404.0,14.0,12.0,960,540
1454,24.233,382.0,404.0,14.0,12.0,960,540
1455,24.25,382.0,404.0,14.0,12.0,960,540
1456,24.267,382.0,404.0,14.0,12.0,960,540
1457,24.283,383.0,405.0,14.0,12.0,960,540
1458,24.3,383.0,404.0,14.0,12.0,960,540
1459,24.317,383.0,404.0,14.0,12.0,960,540
1460,24.333,384.0,405.0,14.0,12.0,960,540
1461,24.35,384.0,405.0,14.0,12.0,960,540
1462,24.367,384.0,405.0,14.0,12.0,960,540
1463,24.383,383.0,405.0,14.0,12.0,960,540
1464,24.4,383.0,406.0,14.0,12.0,960,540
1465,24.417,383.0,404.0,14.0,12.0,960,540
1466,24.433,382.0,400.0,14.0,12.0,960,540
1467,24.45,382.0,392.0,14.0,12.0,960,540
1468,24.467,381.0,381.0,14.0,12.0,960,540
1469,24.483,381.0,365.0,14.0,12.0,960,540
1470,24.5,381.0,353.0,14.0,12.0,960,540
1471,24.517,380.0,342.0,14.0,12.0,960,540
1472,24.533,380.0,332.0,14.0,12.0,960,540
1473,24.55,378.0,322.0,14.0,12.0,960,540
1474,24.567,377.0,315.0,14.0,12.0,960,540
1475,24.583,378.0,307.0,14.0,12.0,960,540
1476,24.6,378.0,303.0,14.0,12.0,960,540
1477,24.617,380.0,300.0,14.0,12.0,960,540
1478,24.633,381.0,296.0,14.0,12.0,960,540
1479,24.65,382.0,292.0,14.0,12.0,960,540
1480,24.667,383.0,290.0,14.0,12.0,960,540
1481,24.683,384.0,288.0,14.0,12.0,960,540
1482,24.7,385.0,288.0,14.0,12.0,960,540
1483,24.717,385.0,288.0,14.0,12.0,960,540
1484,24.733,385.0,287.0,14.0,12.0,960,540
1485,24.75,385.0,287.0,14.0,12.0,960,540
1486,24.767,385.0,288.0,14.0,12.0,960,540
1487,24.783,385.0,287.0,14.0,12.0,960,540
1488,24.8,385.0,287.0,14.0,12.0,960,540
1489,24.817,385.0,286.0,14.0,12.0,960,540
1490,24.833,385.0,285.0,14.0,12.0,960,540
1491,24.85,384.0,285.0,14.0,12.0,960,540
1492,24.867,384.0,283.0,14.0,12.0,960,540
1493,24.883,384.0,283.0,14.0,12.0,960,540
1494,24.9,384.0,283.0,14.0,12.0,960,540
1495,24.917,384.0,283.0,14.0,12.0,960,540
1496,24.933,388.0,285.0,14.0,12.0,960,540
1497,24.95,396.0,289.0,14.0,12.0,960,540
1498,24.967,409.0,294.0,14.0,12.0,960,540
1499,24.983,426.0,302.0,14.0,12.0,960,540
1500,25.0,436.0,306.0,14.0,12.0,960,540
1501,25.017,447.0,311.0,14.0,12.0,960,540
1502,25.033,452.0,314.0,14.0,12.0,960,540
1503,25.05,459.0,318.0,14.0,12.0,960,540
1504,25.067,461.0,320.0,14.0,12.0,960,540
1505,25.083,462.0,321.0,14.0,12.0,960,540
1506,25.1,463.0,321.0,14.0,12.0,960,540
1507,25.117,462.0,320.0,14.0,12.0,960,540
1508,25.133,462.0,320.0,14.0,12.0,960,540
1509,25.15,463.0,321.0,14.0,12.0,960,540
1510,25.167,462.0,320.0,14.0,12.0,960,540
1511,25.183,462.0,320.0,14.0,12.0,960,540
1512,25.2,462.0,319.0,14.0,12.0,960,540
1513,25.217,462.0,318.0,14.0,12.0,960,540
1514,25.233,463.0,318.0,14.0,12.0,960,540
1515,25.25,463.0,318.0,14.0,12.0,960,540
1516,25.267,463.0,317.0,14.0,12.0,960,540
1517,25.283,463.0,317.0,14.0,12.0,960,540
1518,25.3,463.0,318.0,14.0,12.0,960,540
1519,25.317,465.0,320.0,14.0,12.0,960,540
1520,25.333,470.0,324.0,14.0,12.0,960,540
1521,25.35,480.0,330.0,14.0,12.0,960,540
1522,25.367,,,,,960,540
1523,25.383,728.0,332.0,10.0,10.0,960,540
1524,25.4,,,,,960,540
1525,25.417,684.0,320.0,10.0,11.0,960,540
1526,25.433,,,,,960,540
1527,25.45,750.0,374.0,11.0,9.0,960,540
1528,25.467,,,,,960,540
1529,25.483,800.0,420.0,9.0,10.0,960,540
1530,25.5,,,,,960,540
1531,25.517,855.0,111.0,10.0,11.0,960,540
1532,25.533,865.0,121.0,10.0,11.0,960,540
1533,25.55,874.0,129.0,10.0,11.0,960,540
1534,25.567,879.0,135.0,10.0,11.0,960,540
1535,25.583,882.0,140.0,10.0,11.0,960,540
1536,25.6,883.0,141.0,10.0,11.0,960,540
1537,25.617,883.0,141.0,10.0,11.0,960,540
1538,25.633,884.0,143.0,10.0,11.0,960,540
1539,25.65,885.0,144.0,10.0,11.0,960,540
1540,25.667,887.0,145.0,10.0,11.0,960,540
1541,25.683,889.0,148.0,10.0,11.0,960,540
1542,25.7,891.0,151.0,10.0,11.0,960,540
1543,25.717,893.0,157.0,10.0,11.0,960,540
1544,25.733,894.0,161.0,10.0,11.0,960,540
1545,25.75,895.0,163.0,10.0,11.0,960,540
1546,25.767,896.0,165.0,10.0,11.0,960,540
1547,25.783,897.0,167.0,10.0,11.0,960,540
1548,25.8,897.0,166.0,10.0,11.0,960,540
1549,25.817,896.0,166.0,10.0,11.0,960,540
1550,25.833,897.0,166.0,10.0,11.0,960,540
1551,25.85,897.0,166.0,10.0,11.0,960,540
1552,25.867,899.0,168.0,10.0,11.0,960,540
1553,25.883,903.0,172.0,10.0,11.0,960,540
1554,25.9,913.0,179.0,10.0,11.0,960,540
1555,25.917,922.0,184.0,10.0,11.0,960,540
1556,25.933,930.0,189.0,10.0,11.0,960,540
1557,25.95,941.0,198.0,10.0,11.0,960,540
1558,25.967,948.0,202.0,10.0,11.0,960,540
1559,25.983,954.0,206.0,10.0,11.0,960,540
1560,26.0,961.0,210.0,10.0,11.0,960,540
1561,26.017,964.0,212.0,10.0,11.0,960,540
1562,26.033,967.0,214.0,10.0,11.0,960,540
1563,26.05,971.0,215.0,10.0,11.0,960,540
1564,26.067,974.0,216.0,10.0,11.0,960,540
1565,26.083,976.0,216.0,10.0,11.0,960,540
1566,26.1,977.0,217.0,10.0,11.0,960,540
1567,26.117,978.0,217.0,10.0,11.0,960,540
1568,26.133,980.0,218.0,10.0,11.0,960,540
1569,26.15,983.0,219.0,10.0,11.0,960,540
1570,26.167,984.0,219.0,10.0,11.0,960,540
1571,26.183,985.0,220.0,10.0,11.0,960,540
1572,26.2,986.0,220.0,10.0,11.0,960,540
1573,26.217,985.0,220.0,10.0,11.0,960,540
1574,26.233,985.0,220.0,10.0,11.0,960,540
1575,26.25,985.0,219.0,10.0,11.0,960,540
1576,26.267,987.0,218.0,10.0,11.0,960,540
1577,26.283,990.0,213.0,10.0,11.0,960,540
1578,26.3,995.0,207.0,10.0,11.0,960,540
1579,26.317,1002.0,198.0,10.0,11.0,960,540
1580,26.333,,,,,960,540
1581,26.35,1024.0,173.0,10.0,11.0,960,540
1582,26.367,1033.0,163.0,10.0,11.0,960,540
1583,26.383,1043.0,153.0,10.0,11.0,960,540
1584,26.4,1048.0,146.0,10.0,11.0,960,540
1585,26.417,1054.0,141.0,10.0,11.0,960,540
1586,26.433,1057.0,138.0,10.0,11.0,960,540
1587,26.45,1058.0,137.0,10.0,11.0,960,540
1588,26.467,1060.0,135.0,10.0,11.0,960,540
1589,26.483,1060.0,135.0,10.0,11.0,960,540
1590,26.5,1061.0,134.0,10.0,11.0,960,540
1591,26.517,1061.0,134.0,10.0,11.0,960,540
1592,26.533,1061.0,134.0,10.0,11.0,960,540
1593,26.55,1060.0,134.0,10.0,11.0,960,540
1594,26.567,1061.0,134.0,10.0,11.0,960,540
1595,26.583,1061.0,135.0,10.0,11.0,960,540
1596,26.6,1061.0,134.0,10.0,11.0,960,540
1597,26.617,1061.0,134.0,10.0,11.0,960,540
1598,26.633,1064.0,131.0,10.0,11.0,960,540
1599,26.65,1069.0,126.0,10.0,11.0,960,540
1600,26.667,1078.0,119.0,10.0,11.0,960,540
1601,26.683,1093.0,105.0,10.0,11.0,960,540
1602,26.7,1109.0,93.0,10.0,11.0,960,540
1603,26.717,1122.0,80.0,10.0,11.0,960,540
1604,26.733,,,,,960,540
1605,26.75,1154.0,54.0,12.0,13.0,960,540
1606,26.767,1165.0,44.0,12.0,13.0,960,540
1607,26.783,1180.0,32.0,12.0,13.0,960,540
1608,26.8,1188.0,24.0,12.0,13.0,960,540
1609,26.817,1194.0,19.0,12.0,13.0,960,540
1610,26.833,1200.0,13.0,12.0,13.0,960,540
1611,26.85,1204.0,11.0,12.0,13.0,960,540
1612,26.867,1207.0,9.0,12.0,13.0,960,540
1613,26.883,1212.0,5.0,12.0,13.0,960,540
1614,26.9,1216.0,4.0,12.0,13.0,960,540
1615,26.917,1221.0,2.0,12.0,13.0,960,540
1616,26.933,1228.0,0.0,12.0,13.0,960,540
1617,26.95,1230.0,0.0,12.0,13.0,960,540
1618,26.967,1231.0,0.0,12.0,13.0,960,540
1619,26.983,1232.0,0.0,12.0,13.0,960,540
1620,27.0,1231.0,0.0,12.0,13.0,960,540
1621,27.017,1231.0,0.0,12.0,13.0,960,540
1622,27.033,1231.0,0.0,12.0,13.0,960,540
1623,27.05,1232.0,0.0,12.0,13.0,960,540
1624,27.067,1233.0,0.0,12.0,13.0,960,540
1625,27.083,1231.0,0.0,12.0,13.0,960,540
1626,27.1,,,,,960,540
1627,27.117,1218.0,622.0,11.0,9.0,960,540
1628,27.133,,,,,960,540
1629,27.15,1595.0,13.0,17.0,17.0,960,540
1630,27.167,,,,,960,540
1631,27.183,1487.0,14.0,16.0,16.0,960,540
1632,27.2,,,,,960,540
1633,27.217,1395.0,11.0,14.0,15.0,960,540
1634,27.233,,,,,960,540
1635,27.25,1338.0,6.0,13.0,14.0,960,540
1636,27.267,1322.0,5.0,13.0,14.0,960,540
1637,27.283,1312.0,4.0,13.0,14.0,960,540
1638,27.3,1307.0,3.0,13.0,14.0,960,540
1639,27.317,1306.0,2.0,13.0,14.0,960,540
1640,27.333,1305.0,1.0,13.0,14.0,960,540
1641,27.35,1306.0,0.0,14.0,15.0,960,540
1642,27.367,1306.0,0.0,14.0,15.0,960,540
1643,27.383,1306.0,0.0,14.0,15.0,960,540
1644,27.4,1305.0,0.0,14.0,15.0,960,540
1645,27.417,1306.0,0.0,14.0,15.0,960,540
1646,27.433,1306.0,0.0,14.0,15.0,960,540
1647,27.45,,,,,960,540
1648,27.467,,,,,960,540
1649,27.483,,,,,960,540
1650,27.5,,,,,960,540
1651,27.517,,,,,960,540
1652,27.533,,,,,960,540
1653,27.55,,,,,960,540
1654,27.567,,,,,960,540
1655,27.583,589.0,367.0,10.0,9.0,960,540
1656,27.6,601.0,369.0,10.0,9.0,960,540
1657,27.617,,,,,960,540
1658,27.633,,,,,960,540
1659,27.65,,,,,960,540
1660,27.667,,,,,960,540
1661,27.683,,,,,960,540
1662,27.7,,,,,960,540
1663,27.717,,,,,960,540
1664,27.733,,,,,960,540
1665,27.75,,,,,960,540
1666,27.767,,,,,960,540
1667,27.783,,,,,960,540
1668,27.8,,,,,960,540
1669,27.817,,,,,960,540
1670,27.833,,,,,960,540
1671,27.85,,,,,960,540
1672,27.867,,,,,960,540
1673,27.883,,,,,960,540
1674,27.9,,,,,960,540
1675,27.917,,,,,960,540
1676,27.933,,,,,960,540
1677,27.95,,,,,960,540
1678,27.967,,,,,960,540
1679,27.983,,,,,960,540
1680,28.0,,,,,960,540
1681,28.017,,,,,960,540
1682,28.033,,,,,960,540
1683,28.05,,,,,960,540
1684,28.067,,,,,960,540
1685,28.083,1239.0,5.0,14.0,13.0,960,540
1686,28.1,1239.0,14.0,14.0,13.0,960,540
1687,28.117,,,,,960,540
1688,28.133,1243.0,54.0,12.0,13.0,960,540
1689,28.15,1247.0,69.0,12.0,13.0,960,540
1690,28.167,1253.0,88.0,12.0,13.0,960,540
1691,28.183,1257.0,100.0,12.0,13.0,960,540
1692,28.2,1260.0,112.0,12.0,13.0,960,540
1693,28.217,1262.0,120.0,12.0,13.0,960,540
1694,28.233,1263.0,124.0,12.0,13.0,960,540
1695,28.25,1265.0,127.0,12.0,13.0,960,540
1696,28.267,1264.0,129.0,12.0,13.0,960,540
1697,28.283,1265.0,129.0,12.0,13.0,960,540
1698,28.3,1266.0,129.0,12.0,13.0,960,540
1699,28.317,1268.0,128.0,12.0,13.0,960,540
1700,28.333,1270.0,126.0,12.0,13.0,960,540
1701,28.35,1272.0,126.0,12.0,13.0,960,540
1702,28.367,1274.0,125.0,12.0,13.0,960,540
1703,28.383,1275.0,126.0,12.0,13.0,960,540
1704,28.4,1277.0,127.0,12.0,13.0,960,540
1705,28.417,1278.0,128.0,12.0,13.0,960,540
1706,28.433,1278.0,128.0,12.0,13.0,960,540
1707,28.45,1279.0,128.0,12.0,13.0,960,540
1708,28.467,1280.0,128.0,12.0,13.0,960,540
1709,28.483,1279.0,129.0,12.0,13.0,960,540
1710,28.5,1278.0,127.0,12.0,13.0,960,540
1711,28.517,1272.0,123.0,12.0,13.0,960,540
1712,28.533,1262.0,117.0,12.0,13.0,960,540
1713,28.55,,,,,960,540
1714,28.567,1206.0,93.0,12.0,12.0,960,540
1715,28.583,,,,,960,540
1716,28.6,1126.0,51.0,11.0,12.0,960,540
1717,28.617,,,,,960,540
1718,28.633,1051.0,5.0,11.0,13.0,960,540
1719,28.65,,,,,960,540
1720,28.667,1426.0,36.0,14.0,14.0,960,540
1721,28.683,,,,,960,540
1722,28.7,1371.0,13.0,14.0,14.0,960,540
1723,28.717,1362.0,8.0,14.0,14.0,960,540
1724,28.733,1350.0,0.0,14.0,14.0,960,540
1725,28.75,1346.0,0.0,15.0,15.0,960,540
1726,28.767,,,,,960,540
1727,28.783,,,,,960,540
1728,28.8,,,,,960,540
1729,28.817,,,,,960,540
1730,28.833,,,,,960,540
1731,28.85,,,,,960,540
1732,28.867,,,,,960,540
1733,28.883,,,,,960,540
1734,28.9,,,,,960,540
1735,28.917,,,,,960,540
1736,28.933,,,,,960,540
1737,28.95,,,,,960,540
1738,28.967,,,,,960,540
1739,28.983,,,,,960,540
1740,29.0,,,,,960,540
1741,29.017,,,,,960,540
1742,29.033,,,,,960,540
1743,29.05,,,,,960,540
1744,29.067,,,,,960,540
1745,29.083,,,,,960,540
1746,29.1,,,,,960,540
1747,29.117,,,,,960,540
1748,29.133,,,,,960,540
1749,29.15,,,,,960,540
1750,29.167,,,,,960,540
1751,29.183,,,,,960,540
1752,29.2,,,,,960,540
1753,29.217,689.0,369.0,10.0,10.0,960,540
1754,29.233,676.0,360.0,10.0,10.0,960,540
1755,29.25,,,,,960,540
1756,29.267,644.0,338.0,11.0,11.0,960,540
1757,29.283,632.0,328.0,11.0,11.0,960,540
1758,29.3,621.0,319.0,11.0,11.0,960,540
1759,29.317,614.0,314.0,11.0,11.0,960,540
1760,29.333,611.0,311.0,11.0,11.0,960,540
1761,29.35,607.0,306.0,11.0,11.0,960,540
1762,29.367,606.0,305.0,11.0,11.0,960,540
1763,29.383,605.0,303.0,11.0,11.0,960,540
1764,29.4,605.0,302.0,11.0,11.0,960,540
1765,29.417,605.0,301.0,11.0,11.0,960,540
1766,29.433,604.0,300.0,11.0,11.0,960,540
1767,29.45,601.0,296.0,11.0,11.0,960,540
1768,29.467,599.0,296.0,11.0,11.0,960,540
1769,29.483,597.0,294.0,11.0,11.0,960,540
1770,29.5,596.0,292.0,11.0,11.0,960,540
1771,29.517,596.0,292.0,11.0,11.0,960,540
1772,29.533,595.0,291.0,11.0,11.0,960,540
1773,29.55,595.0,289.0,11.0,11.0,960,540
1774,29.567,594.0,289.0,11.0,11.0,960,540
1775,29.583,593.0,288.0,11.0,11.0,960,540
1776,29.6,594.0,289.0,11.0,11.0,960,540
1777,29.617,593.0,289.0,11.0,11.0,960,540
1778,29.633,595.0,290.0,11.0,11.0,960,540
1779,29.65,602.0,297.0,11.0,11.0,960,540
1780,29.667,618.0,308.0,11.0,11.0,960,540
1781,29.683,,,,,960,540
1782,29.7,688.0,347.0,10.0,9.0,960,540
1783,29.717,,,,,960,540
1784,29.733,785.0,83.0,12.0,12.0,960,540
1785,29.75,,,,,960,540
1786,29.767,875.0,140.0,10.0,11.0,960,540
1787,29.783,,,,,960,540
1788,29.8,925.0,176.0,10.0,10.0,960,540
1789,29.817,,,,,960,540
1790,29.833,962.0,209.0,10.0,10.0,960,540
1791,29.85,971.0,220.0,10.0,10.0,960,540
1792,29.867,979.0,233.0,10.0,10.0,960,540
1793,29.883,984.0,241.0,10.0,10.0,960,540
1794,29.9,988.0,248.0,10.0,10.0,960,540
1795,29.917,991.0,255.0,10.0,10.0,960,540
1796,29.933,992.0,258.0,10.0,10.0,960,540
1797,29.95,993.0,260.0,10.0,10.0,960,540
1798,29.967,993.0,263.0,10.0,10.0,960,540
1799,29.983,994.0,265.0,10.0,10.0,960,540
1800,30.0,993.0,268.0,10.0,10.0,960,540
1801,30.017,993.0,271.0,10.0,10.0,960,540
1802,30.033,994.0,273.0,10.0,10.0,960,540
1803,30.05,995.0,276.0,10.0,10.0,960,540
1804,30.067,996.0,279.0,10.0,10.0,960,540
1805,30.083,997.0,280.0,10.0,10.0,960,540
1806,30.1,996.0,280.0,10.0,10.0,960,540
1807,30.117,996.0,280.0,10.0,10.0,960,540
1808,30.133,996.0,280.0,10.0,10.0,960,540
1809,30.15,996.0,280.0,10.0,10.0,960,540
1810,30.167,996.0,280.0,10.0,10.0,960,540
1811,30.183,996.0,280.0,10.0,10.0,960,540
1812,30.2,994.0,286.0,10.0,10.0,960,540
1813,30.217,994.0,297.0,10.0,10.0,960,540
1814,30.233,993.0,313.0,10.0,10.0,960,540
1815,30.25,,,,,960,540
1816,30.267,1148.0,734.0,10.0,9.0,960,540
1817,30.283,,,,,960,540
1818,30.3,1134.0,233.0,11.0,9.0,960,540
1819,30.317,,,,,960,540
1820,30.333,1118.0,279.0,10.0,10.0,960,540
1821,30.35,,,,,960,540
1822,30.367,1122.0,873.0,11.0,10.0,960,540
1823,30.383,1119.0,882.0,11.0,10.0,960,540
1824,30.4,1119.0,891.0,11.0,10.0,960,540
1825,30.417,1119.0,895.0,11.0,10.0,960,540
1826,30.433,1118.0,897.0,11.0,10.0,960,540
1827,30.45,1119.0,897.0,11.0,10.0,960,540
1828,30.467,1119.0,897.0,11.0,10.0,960,540
1829,30.483,1120.0,897.0,11.0,10.0,960,540
1830,30.5,1122.0,899.0,11.0,10.0,960,540
1831,30.517,1123.0,902.0,11.0,10.0,960,540
1832,30.533,1126.0,906.0,11.0,10.0,960,540
1833,30.55,1127.0,911.0,11.0,10.0,960,540
1834,30.567,1129.0,915.0,11.0,10.0,960,540
1835,30.583,1130.0,919.0,11.0,10.0,960,540
1836,30.6,1131.0,923.0,11.0,10.0,960,540
1837,30.617,1132.0,924.0,11.0,10.0,960,540
1838,30.633,1132.0,926.0,11.0,10.0,960,540
1839,30.65,1131.0,927.0,11.0,10.0,960,540
1840,30.667,1132.0,928.0,11.0,10.0,960,540
1841,30.683,1132.0,929.0,11.0,10.0,960,540
1842,30.7,1132.0,929.0,11.0,10.0,960,540
1843,30.717,1132.0,929.0,11.0,10.0,960,540
1844,30.733,1132.0,929.0,11.0,10.0,960,540
1845,30.75,1133.0,930.0,11.0,10.0,960,540
1846,30.767,1133.0,931.0,11.0,10.0,960,540
1847,30.783,1132.0,931.0,11.0,10.0,960,540
1848,30.8,1134.0,932.0,11.0,10.0,960,540
1849,30.817,1133.0,934.0,11.0,10.0,960,540
1850,30.833,1132.0,940.0,11.0,10.0,960,540
1851,30.85,1129.0,946.0,11.0,10.0,960,540
1852,30.867,1119.0,955.0,11.0,10.0,960,540
1853,30.883,,,,,960,540
1854,30.9,1104.0,557.0,10.0,9.0,960,540
1855,30.917,,,,,960,540
1856,30.933,1055.0,599.0,9.0,9.0,960,540
1857,30.95,,,,,960,540
1858,30.967,1314.0,474.0,11.0,9.0,960,540
1859,30.983,1303.0,482.0,11.0,9.0,960,540
1860,31.0,,,,,960,540
1861,31.017,,,,,960,540
1862,31.033,,,,,960,540
1863,31.05,985.0,671.0,10.0,9.0,960,540
1864,31.067,985.0,670.0,10.0,9.0,960,540
1865,31.083,985.0,671.0,10.0,9.0,960,540
1866,31.1,985.0,671.0,10.0,9.0,960,540
1867,31.117,986.0,671.0,10.0,9.0,960,540
1868,31.133,988.0,672.0,10.0,9.0,960,540
