frame,time_s,pan_dx,pan_dy,n_targets,ball_x,ball_y
91,1.5166666666666666,0.12226512226516206,-1.9634491634491553,2,1239.2277044260982,338.00431355641297
92,1.5333333333333334,-0.06830206830204588,-1.5865608465608432,2,1239.1594023577961,336.41775270985215
93,1.55,-1.434343434343475,-1.4333333333333655,2,1237.7250589234527,334.98441937651876
94,1.5666666666666667,-0.08932461873644115,-0.5328976034858215,2,1237.6357343047162,334.45152177303294
95,1.5833333333333333,-0.13920178000279293,-0.5635706248972951,2,1237.4965325247133,333.88795114813564
96,1.6,-0.030732860520004124,-0.7664947345797941,2,1237.4657996641934,333.12145641355585
97,1.6166666666666667,0.0,-0.6923076923076792,2,1237.4657996641934,332.42914872124817
98,1.6333333333333333,-0.1257861635219797,-0.36576358651836927,2,1237.3400135006714,332.0633851347298
99,1.65,-0.2380952380952408,-0.1682539682539641,2,1237.1019182625762,331.89513116647584
100,1.6666666666666667,-0.1408805031447855,-0.0974842767295172,2,1236.9610377594313,331.7976468897463
101,1.6833333333333333,0.0,0.0,2,1236.9610377594313,331.7976468897463
102,1.7,0.0,0.0,2,1236.9610377594313,331.7976468897463
103,1.7166666666666666,0.0,0.0,2,1236.9610377594313,331.7976468897463
104,1.7333333333333334,0.0,0.0,3,1236.9610377594313,331.7976468897463
105,1.75,-0.22028985507245125,0.6476190476190595,3,1236.7407479043588,332.4452659373654
106,1.7666666666666666,0.22028985507245125,3.0,3,1236.9610377594313,335.4452659373654
107,1.7833333333333334,1.2930232558142052,7.0,3,1238.2540610152455,342.4452659373654
108,1.8,1.2403100775193252,8.759689922480675,3,1239.4943710927648,351.20495585984605
109,1.8166666666666667,1.6601307189541785,6.339869281045708,3,1241.154501811719,357.54482514089176
110,1.8333333333333333,3.806535947712291,14.660130718954292,4,1244.9610377594313,372.20495585984605
111,1.85,2.67077232271032,6.836204421475685,4,1247.6318100821416,379.0411602813217
112,1.8666666666666667,1.4947530864198484,4.691358024691397,4,1249.1265631685615,383.7325183060131
113,1.8833333333333333,3.6743535988816802,8.0,3,1252.8009167674431,391.7325183060131
114,1.9,2.2515723270441867,2.904761904761898,3,1255.0524890944873,394.637280210775
115,1.9166666666666667,1.0551378446114086,1.147869674185472,3,1256.1076269390987,395.78514988496045
116,1.9333333333333333,1.2361111111110858,1.4307017543859502,3,1257.3437380502098,397.2158516393464
117,1.95,0.5061728395060072,0.22598870056492615,3,1257.8499108897158,397.4418403399113
118,1.9666666666666666,0.5560625814864579,0.2868318122555138,3,1258.4059734712023,397.72867215216684
119,1.9833333333333334,1.5396825396825307,0.705128205128176,3,1259.9456560108847,398.433800357295
120,2.0,4.0,2.3974358974360257,3,1263.9456560108847,400.83123625473104
121,2.0166666666666666,2.533333333333303,1.5193798449612643,3,1266.478989344218,402.3506160996923
122,2.033333333333333,3.392592592592564,1.1851851851852189,3,1269.8715819368106,403.5358012848775
123,2.05,2.3256464011180924,1.1171171171171181,3,1272.1972283379287,404.6529184019946
124,2.066666666666667,1.4968553459118539,0.3899371069181825,3,1273.6940836838405,405.0428555089128
125,2.0833333333333335,0.4833333333333485,0.3956747213946983,3,1274.1774170171739,405.4385302303075
126,2.1,0.0,0.0,3,1274.1774170171739,405.4385302303075
127,2.1166666666666667,0.33212159527965923,0.23224080874020103,4,1274.5095386124535,405.6707710390477
128,2.1333333333333333,1.0181280117326992,0.3170275538696501,4,1275.5276666241862,405.98779859291733
129,2.15,1.4656156235660092,0.6271798788478122,4,1276.9932822477522,406.61497847176514
130,2.1666666666666665,0.0,0.0,4,1276.9932822477522,406.61497847176514
131,2.183333333333333,0.0,0.0,4,1276.9932822477522,406.61497847176514
132,2.2,-5.734235097547753,-2.324711511398789,4,1271.2590471502044,404.29026696036635
133,2.216666666666667,-9.882346339208993,-5.720683963821216,4,1261.3767008109953,398.56958299654514
134,2.2333333333333334,-20.336204421475713,-11.663795578524287,4,1241.0404963895196,386.90578741802085
135,2.25,-34.48491514770592,-19.20112612612614,4,1206.5555812418138,367.7046612918947
136,2.2666666666666666,-39.07775467775468,-23.440055440055403,3,1167.4778265640591,344.2646058518393
137,2.283333333333333,-44.40512820512822,-26.252136752136835,3,1123.072698358931,318.01246909970246
138,2.3,-25.902923976608236,-14.979532163742647,3,1097.1697743823227,303.0329369359598
139,2.316666666666667,-51.0,-25.803296119085644,3,1046.1697743823227,277.22964081687417
140,2.3333333333333335,-30.727891156462647,-19.14965986394543,3,1015.44188322586,258.07998095292874
141,2.35,-16.614814814814963,-11.59259259259261,3,998.827068411045,246.48738836033613
142,2.3666666666666667,-33.38518518518504,-21.89074074074074,3,965.44188322586,224.5966476195954
143,2.3833333333333333,-13.384471817842496,-10.512877939529744,2,952.0574114080175,214.08376968006564
144,2.4,-7.004417071046419,-5.385354383702634,2,945.0529943369711,208.698415296363
145,2.4166666666666665,-13.47953216374276,-11.18071504518872,2,931.5734621732283,197.5177002511743
146,2.433333333333333,-4.298245614035068,-4.279385964912251,2,927.2752165591933,193.23831428626204
147,2.45,-2.9520270270271567,-2.5020270270270544,2,924.3231895321661,190.73628725923498
148,2.466666666666667,-3.881306306306101,-3.139639639639597,2,920.44188322586,187.5966476195954
149,2.4833333333333334,-1.0000000000001137,-1.0,2,919.4418832258599,186.5966476195954
150,2.5,-0.3798449612402237,-0.12015503875971945,2,919.0620382646197,186.47649258083567
151,2.5166666666666666,-0.6201550387596626,-0.6381782945736063,2,918.44188322586,185.83831428626206
152,2.533333333333333,0.0,0.0,2,918.44188322586,185.83831428626206
153,2.55,0.0,0.0,2,918.44188322586,185.83831428626206
154,2.566666666666667,0.0,0.0,2,918.44188322586,185.83831428626206
155,2.5833333333333335,0.0,0.0,2,918.44188322586,185.83831428626206
156,2.6,0.0,0.0,2,918.44188322586,185.83831428626206
157,2.6166666666666667,0.0,0.0,2,918.44188322586,185.83831428626206
158,2.6333333333333333,0.026315789473642326,0.12280701754383472,2,918.4681990153337,185.9611213038059
159,2.65,0.6609428977849348,0.4006485809117635,2,919.1291419131186,186.36176988471766
160,2.6666666666666665,1.174563018167646,0.11472269611800812,2,920.3037049312862,186.47649258083567
161,2.683333333333333,0.13817829457377684,0.1201550387596626,2,920.44188322586,186.59664761959533
162,2.7,0.25833333333332575,0.2583333333333826,2,920.7002165591933,186.8549809529287
163,2.716666666666667,0.26225868725862256,-0.09488416988421022,2,920.962475246452,186.7600967830445
164,2.7333333333333334,2.479407979407938,1.8365508365508845,2,923.4418832258599,188.5966476195954
165,2.75,0.35416666666674246,0.6124999999999545,2,923.7960498925266,189.20914761959534
166,2.7666666666666666,1.7840116279070344,1.507655038759708,2,925.5800615204337,190.71680265835505
167,2.783333333333333,0.0,0.0,2,925.5800615204337,190.71680265835505
168,2.8,0.24166666666667425,0.0,3,925.8217281871003,190.71680265835505
169,2.816666666666667,0.0,0.0,3,925.8217281871003,190.71680265835505
170,2.8333333333333335,-0.5955185955185698,-0.8348348348348509,3,925.2262095915818,189.8819678235202
171,2.85,-8.906767232348557,-6.0,3,916.3194423592332,183.8819678235202
172,2.8666666666666667,-6.0,-3.0,3,910.3194423592332,180.8819678235202
173,2.8833333333333333,-24.279279279279308,-12.279279279279308,3,886.0401630799539,168.6026885442409
174,2.9,-20.0338520338521,-8.720720720720692,3,866.0063110461018,159.8819678235202
175,2.9166666666666665,-13.686868686868593,-7.0,3,852.3194423592332,152.8819678235202
176,2.933333333333333,-34.51666666666688,-15.720720720720806,3,817.8027756925663,137.1612471027994
177,2.95,-20.794444444444252,-9.755469755469676,3,797.0083312481221,127.40577734732972
178,2.966666666666667,-16.68888888888887,-7.523809523809518,3,780.3194423592332,119.8819678235202
179,2.9833333333333334,-11.0,-6.0,3,769.3194423592332,113.8819678235202
180,3.0,-19.68888888888887,-10.0,3,749.6305534703444,103.8819678235202
181,3.0166666666666666,-6.745098039215804,-4.338164251207786,3,742.8854554311285,99.54380357231241
182,3.033333333333333,-4.425120772946855,-2.428687687219707,2,738.4603346581816,97.1151158850927
183,3.05,-6.334212751564337,-4.4406201753380685,2,732.1261219066173,92.67449570975464
184,3.066666666666667,-2.9551055522467777,-2.4838859109258067,2,729.1710163543705,90.19060979882883
185,3.0833333333333335,-1.189457275421148,-1.5629600217648942,2,727.9815590789494,88.62764977706394
186,3.1,-3.0531769267563504,-2.911470362545458,2,724.9283821521931,85.71617941451848
187,3.1166666666666667,-1.2646121746340668,-0.9893377316316787,2,723.663769977559,84.7268416828868
188,3.1333333333333333,-0.3623188405797464,-0.6376811594203105,2,723.3014511369793,84.08916052346649
189,3.15,-2.2507685551163377,-1.8353096179183126,2,721.0506825818629,82.25385090554818
190,3.1666666666666665,-1.098709288121654,-1.1609293517986998,2,719.9519732937413,81.09292155374948
191,3.183333333333333,-0.7431377537253638,-0.6571081662387996,2,719.2088355400159,80.43581338751068
192,3.2,-1.4194616977225678,-1.7814354727398154,2,717.7893738422933,78.65437791477086
193,3.216666666666667,-0.9879227053140767,-0.809661835748841,2,716.8014511369793,77.84471607902202
194,3.2333333333333334,-0.4608695652173651,-0.32318840579705466,2,716.340581571762,77.52152767322497
195,3.25,-1.135555555555527,-1.0688888888888926,2,715.2050260162064,76.45263878433607
196,3.2666666666666666,-0.26444444444445026,-0.43111111111110745,2,714.9405815717619,76.02152767322497
197,3.283333333333333,-0.18787878787884438,-0.11111111111114269,2,714.752702783883,75.91041656211382
198,3.3,-0.23989898989890435,-0.10555555555555429,2,714.5128037939842,75.80486100655827
199,3.316666666666667,-0.12198067632851917,-0.35096618357485454,2,714.3908231176556,75.45389482298341
200,3.3333333333333335,-0.5073296684990964,-0.27436406175024786,2,713.8834934491565,75.17953076123317
201,3.35,-0.8581325775468258,-0.3494794959230205,2,713.0253608716097,74.83005126531015
202,3.3666666666666667,-5.547721396874522,-0.6406362681415771,2,707.4776394747352,74.18941499716857
203,3.3833333333333333,-7.901534398699766,0.2818990008427136,2,699.5761050760354,74.47131399801128
204,3.4,-6.231109501229412,0.8013552277250824,2,693.344995574806,75.27266922573637
205,3.4166666666666665,-11.253959081621531,1.328676478919533,2,682.0910364931844,76.6013457046559
206,3.433333333333333,-20.51928960976946,2.773840505154425,2,661.571746883415,79.37518620981032
207,3.45,-8.874732563115117,1.172657252888314,2,652.6970143202999,80.54784346269864
208,3.466666666666667,-11.872466503812348,1.4736842105263293,2,640.8245478164876,82.02152767322497
209,3.4833333333333334,-20.72031344183239,2.857142857142833,1,620.1042343746551,84.8786705303678
210,3.5,-6.3158182813355666,0.6754241926655595,1,613.7884160933195,85.55409472303336
211,3.5166666666666666,-8.152090621355967,1.4022155588872351,1,605.6363254719636,86.9563102819206
212,3.533333333333333,-9.693346508563877,1.421277997364939,1,595.9429789633997,88.37758827928553
213,3.55,-3.466073781291186,0.7091567852438061,1,592.4769051821086,89.08674506452934
214,3.566666666666667,-3.821999256781851,0.8835005574135835,1,588.6549059253267,89.97024562194292
215,3.5833333333333335,-0.5982905982905891,0.051282051282043994,1,588.0566153270361,90.02152767322497
216,3.6,0.0,0.0,1,588.0566153270361,90.02152767322497
217,3.6166666666666667,0.0,0.0,1,588.0566153270361,90.02152767322497
218,3.6333333333333333,0.0,0.0,1,588.0566153270361,90.02152767322497
219,3.65,0.0,0.0,1,588.0566153270361,90.02152767322497
220,3.6666666666666665,0.0,0.0,1,588.0566153270361,90.02152767322497
221,3.683333333333333,0.0,0.0,1,588.0566153270361,90.02152767322497
222,3.7,0.0,0.0,1,588.0566153270361,90.02152767322497
223,3.716666666666667,0.04444444444442297,0.303703703703718,1,588.1010597714805,90.32523137692868
224,3.7333333333333334,0.08599033816426527,0.14557165861509702,1,588.1870501096448,90.47080303554378
225,3.75,-0.08599033816426527,-0.14557165861509702,1,588.1010597714805,90.32523137692868
226,3.7666666666666666,0.0,0.0,1,588.1010597714805,90.32523137692868
227,3.783333333333333,-0.9167848699763113,0.41970055161544906,1,587.1842749015043,90.74493192854413
228,3.8,-1.0832151300236887,-0.41970055161544906,1,586.1010597714805,90.32523137692868
229,3.816666666666667,-0.20931899641578866,0.3916367980883706,1,585.8917407750648,90.71686817501705
230,3.8333333333333335,-0.4308701288796897,0.2195531152291892,1,585.4608706461852,90.93642129024624
231,3.85,0.0,0.0,1,585.4608706461852,90.93642129024624
232,3.8666666666666667,0.0,0.0,1,585.4608706461852,90.93642129024624
233,3.8833333333333333,0.0,0.0,1,585.4608706461852,90.93642129024624
234,3.9,1.7479185938945534,1.6720629047178477,1,587.2087892400798,92.60848419496409
235,3.9166666666666665,5.065054551375908,2.2969386093469666,1,592.2738437914556,94.90542280431106
236,3.933333333333333,18.203061390653033,6.1813222602182805,1,610.4769051821087,101.08674506452934
237,3.95,57.867775988548885,15.264000715691509,1,668.3446811706576,116.35074578022085
238,3.966666666666667,34.48188720802182,9.154349968121494,1,702.8265683786794,125.50509574834234
239,3.9833333333333334,53.23004694835686,12.946539451764295,1,756.0566153270363,138.45163520010664
240,4.0,99.0,27.56989247311833,2,855.0566153270363,166.02152767322497
241,4.016666666666667,36.85257908680069,13.205314009661834,2,891.909194413837,179.2268416828868
242,4.033333333333333,47.62706446936255,18.854968216794887,2,939.5362588831995,198.08180989968167
243,4.05,69.30403867679433,31.602747832587795,3,1008.8402975599938,229.68455773226947
244,4.066666666666666,23.567901234568012,11.794871794871796,3,1032.408198794562,241.47942952714126
245,4.083333333333333,45.80503144654085,24.45633593459678,3,1078.2132302411028,265.935765461738
246,4.1,20.194968553459148,12.460317460317526,3,1098.408198794562,278.39608292205554
247,4.116666666666666,10.0,6.759689922480561,3,1108.408198794562,285.1557728445361
248,4.133333333333334,18.18767849857204,15.316390290795425,3,1126.595877293134,300.4721631353315
249,4.15,8.052631578947398,7.762280701754378,4,1134.6485088720815,308.2344438370859
250,4.166666666666667,4.174285714285759,4.154339100446293,4,1138.8227945863673,312.3887829375322
251,4.183333333333334,4.912921810699572,8.245370370370381,3,1143.7357163970669,320.6341533079026
252,4.2,0.0943589743587836,3.4652991452991273,3,1143.8300753714257,324.0994524532017
253,4.216666666666667,0.0,2.0,3,1143.8300753714257,326.0994524532017
254,4.233333333333333,-0.97364341085256,3.2016460905350073,3,1142.856431960573,329.3010985437367
255,4.25,-3.738475177304963,4.48020094562645,3,1139.117956783268,333.78129948936316
256,4.266666666666667,-0.2615248226950371,1.7622222222221922,3,1138.856431960573,335.54352171158536
257,4.283333333333333,-1.9583333333332575,4.79259259259257,3,1136.8980986272397,340.33611430417795
258,4.3,-0.17348927875241316,3.1300194931774,4,1136.7246093484873,343.4661337973554
259,4.316666666666666,0.04398042206975106,1.2963213691550948,4,1136.7685897705571,344.76245516651045
260,4.333333333333333,-0.010225960745515295,1.6722222222221887,4,1136.7583638098117,346.43467738873267
261,4.35,0.010225960745515295,1.8743961352656981,4,1136.7685897705574,348.30907352399834
262,4.366666666666666,-0.1201550387596626,0.541127617467339,4,1136.6484347317978,348.8502011414657
263,4.383333333333334,0.14884540410855607,1.6721955455125652,4,1136.7972801359065,350.52239668697825
264,4.4,0.48770588338715015,0.31457859765693286,4,1137.2849860192937,350.8369752846352
265,4.416666666666667,0.8466185410333651,0.3371739130434577,4,1138.131604560327,351.1741491976786
266,4.433333333333334,0.017336485421594716,0.01893217893220367,4,1138.1489410457486,351.19308137661085
267,4.45,0.23132668674622892,0.0020994832041196787,4,1138.3802677324948,351.19518085981497
268,4.466666666666667,0.21816336884842258,-0.728976407914729,4,1138.598431101343,350.46620445190024
269,4.483333333333333,1.2364433811802087,-0.5504629629629676,4,1139.8348744825232,349.9157414889373
270,4.5,0.20635964912293048,-0.24020562770560616,4,1140.0412341316462,349.67553586123165
271,4.516666666666667,0.2656755226030896,-0.3496711729547286,4,1140.3069096542492,349.3258646882769
272,4.533333333333333,0.0,0.0,4,1140.3069096542492,349.3258646882769
273,4.55,-0.014690982776130568,-0.1201550387596626,4,1140.2922186714732,349.20570964951725
274,4.566666666666666,0.0,0.0,4,1140.2922186714732,349.20570964951725
275,4.583333333333333,-0.870372469975564,0.8127218398730349,4,1139.4218462014976,350.0184314893903
276,4.6,-3.9525699168555093,8.09280792420327,4,1135.469276284642,358.1112394135936
277,4.616666666666666,-2.248253968253948,5.480869324473957,4,1133.2210223163881,363.5921087380675
278,4.633333333333334,-4.893667737418809,10.745507371715703,4,1128.3273545789693,374.3376161097832
279,4.65,-9.934996468289228,22.080800593031867,5,1118.39235811068,396.4184167028151
280,4.666666666666667,-3.8073089700997116,10.0,5,1114.5850491405804,406.4184167028151
281,4.683333333333334,-13.435714285714312,26.112070874861615,5,1101.149334854866,432.5304875776767
282,4.7,-8.66063122923589,16.202297895902518,6,1092.4887036256303,448.7327854735792
283,4.716666666666667,-7.007313481443703,9.64998265437606,6,1085.4813901441867,458.3827681279553
284,4.733333333333333,-15.241401526414961,21.578366821007336,6,1070.2399886177718,479.9611349489626
285,4.75,-6.8660871025648476,9.887473706236733,6,1063.3739015152069,489.8486086551993
286,4.766666666666667,-4.0,6.0,5,1059.3739015152069,495.8486086551993
287,4.783333333333333,-5.482515813342843,7.37293268110875,5,1053.891385701864,503.22154133630806
288,4.8,-5.408558391910219,7.534837834504856,5,1048.4828273099538,510.7563791708129
289,4.816666666666666,-1.8065359477125185,2.2518454190186503,5,1046.6762913622413,513.0082245898316
290,4.833333333333333,-2.0,2.0,5,1044.6762913622413,515.0082245898316
291,4.85,-2.2817610062891163,3.0,5,1042.3945303559522,518.0082245898316
292,4.866666666666666,-0.8433048433048498,0.8050314465409087,5,1041.5512255126473,518.8132560363724
293,4.883333333333334,-1.0511278195488103,1.1467236467236148,5,1040.5000976930985,519.959979683096
294,4.9,-0.4939322301023594,0.8022064617808837,5,1040.0061654629963,520.7621861448769
295,4.916666666666667,-0.7027777777775555,0.34462269756386377,5,1039.3033876852187,521.1068088424407
296,4.933333333333334,0.0,0.0,5,1039.3033876852187,521.1068088424407
297,4.95,0.0,0.0,5,1039.3033876852187,521.1068088424407
298,4.966666666666667,0.0,0.0,5,1039.3033876852187,521.1068088424407
299,4.983333333333333,0.0,0.0,6,1039.3033876852187,521.1068088424407
300,5.0,0.0,0.0,6,1039.3033876852187,521.1068088424407
301,5.016666666666667,-0.2394450964460475,0.11828814460392323,6,1039.0639425887725,521.2250969870447
302,5.033333333333333,-0.4475462657836715,0.2603666789714225,6,1038.6163963229887,521.4854636660161
303,5.05,-9.00338442198904,2.8065848879801933,6,1029.6130119009997,524.2920485539963
304,5.066666666666666,-12.531914893617,3.7619990103908663,6,1017.0810970073827,528.0540475643872
305,5.083333333333333,-38.38671694950767,10.778911564625787,6,978.694380057875,538.832959129013
306,5.1,-30.891628640020542,8.583118001722653,6,947.8027514178546,547.4160771307356
307,5.116666666666666,-44.858156028368796,12.12343470483006,6,902.9445953894858,559.5395118355657
308,5.133333333333334,-36.10541144901606,8.486167341430502,6,866.8391839404698,568.0256791769962
309,5.15,-21.476912568306034,5.149452306900969,6,845.3622713721637,573.1751314838971
310,5.166666666666667,-46.17732023592691,10.473354710642894,6,799.1849511362368,583.6484861945399
311,5.183333333333334,-24.45454545454544,4.2323232323232105,6,774.7304056816913,587.8808094268632
312,5.2,-14.130972250690547,2.685814022578768,6,760.5994334310008,590.566623449442
313,5.216666666666667,-19.945972069833033,2.8911103359060064,6,740.6534613611677,593.457733785348
314,5.233333333333333,-20.70027896849689,2.6246902944457133,6,719.9531823926709,596.0824240797937
315,5.25,-6.463979490981046,0.13963963963962556,6,713.4892029016899,596.2220637194333
316,5.266666666666667,-6.892060274560322,-0.7520999570999436,6,706.5971426271295,595.4699637623334
317,5.283333333333333,-7.138690476190391,-1.786859903381611,6,699.4584521509391,593.6831038589518
318,5.3,-2.5252363280951613,-0.8369017839416415,6,696.933215822844,592.8462020750101
319,5.316666666666666,-3.7692307692307168,-1.7777777777777715,5,693.1639850536133,591.0684242972322
320,5.333333333333333,-6.3616843860745576,-2.0,5,686.8023006675387,589.0684242972322
321,5.35,-3.146666666666647,-1.0,5,683.655634000872,588.0684242972322
322,5.366666666666666,-9.683760683760624,-1.0,5,673.9718733171114,587.0684242972322
323,5.383333333333334,-5.26606334841631,0.0,5,668.7058099686951,587.0684242972322
324,5.4,-2.875,0.0,5,665.8308099686951,587.0684242972322
325,5.416666666666667,-1.3266460905350073,-0.22222222222222854,5,664.5041638781602,586.8462020750101
326,5.433333333333334,-0.4795518207282612,-0.35508524397414476,5,664.0246120574319,586.4911168310359
327,5.45,-0.23738738738745724,-0.2792792792792511,5,663.7872246700445,586.2118375517566
328,5.466666666666667,-1.073934837092736,-0.945099139543629,5,662.7132898329517,585.266738412213
329,5.483333333333333,-2.125947585011943,-0.9979797979797809,5,660.5873422479397,584.2687586142333
330,5.5,-1.0500000000000114,-0.3131313131312936,5,659.5373422479397,583.955627301102
331,5.516666666666667,-0.977564102564088,-0.2792792792792511,5,658.5597781453756,583.6763480218228
332,5.533333333333333,0.0,0.0,6,658.5597781453756,583.6763480218228
333,5.55,0.0,0.0,6,658.5597781453756,583.6763480218228
334,5.566666666666666,0.0,0.0,6,658.5597781453756,583.6763480218228
335,5.583333333333333,0.09779093359713897,0.6342937048899273,6,658.6575690789728,584.3106417267128
336,5.6,-0.3136649514007104,8.2122697563874,6,658.343904127572,592.5229114831002
337,5.616666666666666,1.526645289357134,7.168704369847944,6,659.8705494169292,599.6916158529482
