frame,time_s,chunk_id,error_px,is_miss,speed_t,accel_t,speed_c,accel_c,v_rel,a_rel,cross_x,cross_y,ball_x,ball_y,ball_w,ball_h,on_target
806,13.433,0,384.3940515253491,1.0,107.14285714285761,2064.2733563643405,0.0,0.0,107.14285714285761,2064.2733563643405,960,540,790.0,196.0,10.0,10.0,0.0
807,13.45,0,385.3799844650784,1.0,69.78099852468503,2092.9912194985295,0.0,0.0,69.78099852468503,2092.9912194985295,960,540,790.0,194.0,10.0,10.0,0.0
808,13.467,0,385.91740977252266,1.0,38.33259389999683,1538.6848346585114,0.0,0.0,38.33259389999683,1538.6848346585114,960,540,790.0,193.0,10.0,10.0,0.0
809,13.483,0,386.15518598666955,1.0,21.23724106760095,772.6181304565467,0.0,0.0,21.23724106760095,772.6181304565467,960,540,791.0,193.0,10.0,10.0,0.0
810,13.5,0,386.1156054486471,1.0,17.899948694488653,558.7887775888775,0.0,0.0,17.899948694488653,558.7887775888775,960,540,791.0,193.0,10.0,10.0,0.0
811,13.517,0,386.18272847609705,1.0,13.17077779613303,963.0945023247341,0.0,0.0,13.17077779613303,963.0945023247341,960,540,791.0,193.0,10.0,10.0,0.0
812,13.533,0,386.5426290613144,1.0,24.578072191550227,479.1574237499398,0.0,0.0,24.578072191550227,479.1574237499398,960,540,791.0,192.0,10.0,10.0,0.0
813,13.55,0,386.99050771462703,1.0,29.13725436338724,260.6898227271082,0.0,0.0,29.13725436338724,260.6898227271082,960,540,791.0,192.0,10.0,10.0,0.0
814,13.567,0,387.48241712723785,1.0,19.430672155336005,691.0506641398455,0.0,0.0,19.430672155336005,691.0506641398455,960,540,790.0,192.0,10.0,10.0,0.0
815,13.583,0,387.6305193107659,1.0,6.388765650000997,1032.1366781820811,0.0,0.0,6.388765650000997,1032.1366781820811,960,540,791.0,191.0,10.0,10.0,0.0
816,13.6,0,387.69536220794714,1.0,20.454030090390496,772.6181304565723,0.0,0.0,20.454030090390496,772.6181304565723,960,540,791.0,191.0,10.0,10.0,0.0
817,13.617,0,387.2109381946701,1.0,20.050955496597364,6280.143635429983,0.0,0.0,20.050955496597364,6280.143635429983,960,540,791.0,192.0,10.0,10.0,0.0
818,13.633,0,387.1166804246995,1.0,229.79138720293665,21288.398680204726,0.0,0.0,229.79138720293665,21288.398680204726,960,540,793.0,192.0,10.0,10.0,0.0
819,13.65,0,382.4987454220386,1.0,710.5689011385854,24596.901248336464,0.0,0.0,710.5689011385854,24596.901248336464,960,540,797.0,193.0,10.0,10.0,0.0
820,13.667,0,374.5334361369902,1.0,1047.996144252136,15385.77397521259,0.0,0.0,1047.996144252136,15385.77397521259,960,540,805.0,194.0,10.0,10.0,0.0
822,13.7,0,365.5353046655227,1.0,1220.6798039098787,5174.900176499469,0.0,0.0,1220.6798039098787,5174.900176499469,960,540,842.0,198.0,10.0,10.0,0.0
823,13.717,0,357.69950271193164,1.0,1196.3831547883055,8818.683783505567,0.0,0.0,1196.3831547883055,8818.683783505567,960,540,856.0,199.0,10.0,10.0,0.0
824,13.733,0,352.418315265028,1.0,945.9257424365267,11673.675251502666,0.0,0.0,945.9257424365267,11673.675251502666,960,540,870.0,198.0,10.0,10.0,0.0
825,13.75,0,350.3596079391626,1.0,818.6711482516042,4749.414571872177,0.0,0.0,818.6711482516042,4749.414571872177,960,540,887.0,197.0,10.0,10.0,0.0
826,13.767,0,348.3611257343487,1.0,791.4917458024885,5750.687625255403,0.0,0.0,791.4917458024885,5750.687625255403,960,540,900.0,197.0,10.0,10.0,0.0
827,13.783,0,347.3680666039199,1.0,628.5844154502595,10058.197996598346,0.0,0.0,628.5844154502595,10058.197996598346,960,540,913.0,196.0,10.0,10.0,0.0
828,13.8,0,347.3966803450192,1.0,461.7292253594333,9752.707630317422,0.0,0.0,461.7292253594333,9752.707630317422,960,540,922.0,195.0,10.0,10.0,0.0
829,13.817,0,348.08085437027205,1.0,312.60916460641073,7761.403723238578,0.0,0.0,312.60916460641073,7761.403723238578,960,540,927.0,193.0,9.0,9.0,0.0
830,13.833,0,349.17481278955603,1.0,213.84717029902242,3514.54702861197,0.0,0.0,213.84717029902242,3514.54702861197,960,540,932.0,192.0,9.0,9.0,0.0
831,13.85,0,350.2854682927232,1.0,201.47415897503103,479.15742374995125,0.0,0.0,201.47415897503103,479.15742374995125,960,540,934.0,191.0,9.0,9.0,0.0
832,13.867,0,351.43376238262,1.0,227.39429030938146,2945.6297618465355,0.0,0.0,227.39429030938146,2945.6297618465355,960,540,937.0,189.0,9.0,9.0,0.0
833,13.883,0,352.4971269241724,1.0,297.25959245434126,3889.6251327691343,0.0,0.0,297.25959245434126,3889.6251327691343,960,540,941.0,188.0,9.0,9.0,0.0
834,13.9,0,354.1469550336941,1.0,356.9999714171393,1536.2955710516464,0.0,0.0,356.9999714171393,1536.2955710516464,960,540,947.0,186.0,9.0,9.0,0.0
835,13.917,0,356.1271047522629,1.0,347.61285056446286,1777.9258725165473,0.0,0.0,347.61285056446286,1777.9258725165473,960,540,952.0,185.0,9.0,9.0,0.0
836,13.933,0,357.95937772291063,1.0,297.9556192126721,3721.421716472982,0.0,0.0,297.9556192126721,3721.421716472982,960,540,959.0,181.0,9.0,9.0,0.0
837,13.95,0,359.5757452238514,1.0,224.54034681308207,4792.532456534684,0.0,0.0,224.54034681308207,4792.532456534684,960,540,961.0,180.0,9.0,9.0,0.0
838,13.967,0,360.98193433480844,1.0,139.9270947198381,4068.043705743197,0.0,0.0,139.9270947198381,4068.043705743197,960,540,965.0,180.0,10.0,10.0,0.0
839,13.983,0,361.76247829611634,1.0,96.22465210885142,2489.0371878395476,0.0,0.0,96.22465210885142,2489.0371878395476,960,540,966.0,178.0,10.0,10.0,0.0
840,14.0,0,363.11601814073924,1.0,80.11471367320243,1745.0805489858603,0.0,0.0,80.11471367320243,1745.0805489858603,960,540,967.0,177.0,10.0,10.0,0.0
841,14.017,0,364.0729070291461,1.0,43.448303787846015,1450.1935127733625,0.0,0.0,43.448303787846015,1450.1935127733625,960,540,967.0,176.0,10.0,10.0,0.0
842,14.033,0,364.41499417814794,1.0,34.40455593940723,845.2749824277903,0.0,0.0,34.40455593940723,845.2749824277903,960,540,968.0,175.0,10.0,10.0,0.0
843,14.05,0,364.85278303444807,1.0,50.507627227610485,1157.1428571427987,0.0,0.0,50.507627227610485,1157.1428571427987,960,540,968.0,176.0,10.0,10.0,0.0
844,14.067,0,365.25849884028287,1.0,68.22830820719678,648.5462550180274,0.0,0.0,68.22830820719678,648.5462550180274,960,540,969.0,175.0,10.0,10.0,0.0
845,14.083,0,365.6684991179385,1.0,71.09924078930935,230.79277744856913,0.0,0.0,71.09924078930935,230.79277744856913,960,540,970.0,174.0,10.0,10.0,0.0
846,14.1,0,366.2245014844427,1.0,62.66203485560438,488.6466107566556,0.0,0.0,62.66203485560438,488.6466107566556,960,540,972.0,174.0,10.0,10.0,0.0
847,14.117,0,366.5837011888615,1.0,54.97680401398554,2826.2977875080355,0.0,0.0,54.97680401398554,2826.2977875080355,960,540,972.0,174.0,10.0,10.0,0.0
848,14.133,0,367.0415059910551,1.0,38.4654629080996,5194.738311257588,0.0,0.0,38.4654629080996,5194.738311257588,960,540,972.0,174.0,10.0,10.0,0.0
849,14.15,0,365.3783085926462,1.0,120.24634578009974,14343.319571372776,0.0,0.0,120.24634578009974,14343.319571372776,960,540,972.0,174.0,10.0,10.0,0.0
850,14.167,0,364.18888847033924,1.0,513.1614695956237,41498.19764957652,0.0,0.0,513.1614695956237,41498.19764957652,960,540,970.0,177.0,10.0,10.0,0.0
851,14.183,0,353.14311719824053,1.0,1500.9663553857688,25967.680068949106,0.0,0.0,1500.9663553857688,25967.680068949106,960,540,960.0,187.0,10.0,10.0,0.0
852,14.2,0,338.9131655554983,1.0,1366.744978675513,72560.18051189253,0.0,0.0,1366.744978675513,72560.18051189253,960,540,951.0,194.0,10.0,10.0,0.0
854,14.233,0,317.1352244183764,1.0,1685.4055407333522,90492.90534825099,0.0,0.0,1685.4055407333522,90492.90534825099,960,540,917.0,233.0,10.0,9.0,0.0
855,14.25,0,294.8918438113976,1.0,2517.905268030456,44102.24900554324,0.0,0.0,2517.905268030456,44102.24900554324,960,540,909.0,242.0,10.0,9.0,0.0
857,14.283,0,280.68646010965557,1.0,2672.545602978552,20645.447192926487,0.0,0.0,2672.545602978552,20645.447192926487,960,540,1064.0,266.0,9.0,10.0,0.0
858,14.3,0,279.57548804346106,1.0,1863.655613276758,80154.38419776125,0.0,0.0,1863.655613276758,80154.38419776125,960,540,1057.0,274.0,9.0,10.0,0.0
859,14.317,0,273.93837961787057,1.0,612.3707693739732,74587.30126639515,0.0,0.0,612.3707693739732,74587.30126639515,960,540,1049.0,285.0,9.0,10.0,0.0
860,14.333,0,259.2702868295041,1.0,890.8846783978574,6184.8069278432,0.0,0.0,890.8846783978574,6184.8069278432,960,540,1043.0,297.0,9.0,10.0,0.0
861,14.35,0,250.19731442428582,1.0,454.91645341956996,19082.163912717406,0.0,0.0,454.91645341956996,19082.163912717406,960,540,1040.0,302.0,9.0,10.0,0.0
862,14.367,0,244.27851098634406,1.0,313.1961633460652,5462.39463074948,0.0,0.0,313.1961633460652,5462.39463074948,960,540,1038.0,308.0,9.0,10.0,0.0
863,14.383,0,239.91405301579834,1.0,272.8608825473006,1580.4933355359306,0.0,0.0,272.8608825473006,1580.4933355359306,960,540,1034.0,313.0,9.0,10.0,0.0
864,14.4,0,235.30961897050764,1.0,261.9588688698907,1245.8093017501978,0.0,0.0,261.9588688698907,1245.8093017501978,960,540,1033.0,315.0,8.0,9.0,0.0
865,14.417,0,231.26373220243528,1.0,234.69041701086445,1272.0704639704657,0.0,0.0,234.69041701086445,1272.0704639704657,960,540,1031.0,320.0,9.0,10.0,0.0
866,14.433,0,227.53158809881015,1.0,226.8956426489105,818.7845646228733,0.0,0.0,226.8956426489105,818.7845646228733,960,540,1030.0,324.0,9.0,10.0,0.0
867,14.45,0,223.70729681556256,1.0,222.27028958602253,669.4499722207653,0.0,0.0,222.27028958602253,669.4499722207653,960,540,1028.0,327.0,8.0,9.0,0.0
868,14.467,0,220.1226054980435,1.0,235.30267091296352,1203.0573297957908,0.0,0.0,235.30267091296352,1203.0573297957908,960,540,1027.0,330.0,9.0,10.0,0.0
869,14.483,0,215.87266865051478,1.0,259.8743809565506,479.15742375024865,0.0,0.0,259.8743809565506,479.15742375024865,960,540,1027.0,334.0,9.0,10.0,0.0
870,14.5,0,211.473874382831,1.0,237.1815803152025,2909.870605160131,0.0,0.0,237.1815803152025,2909.870605160131,960,540,1025.0,339.0,9.0,10.0,0.0
871,14.517,0,207.96808799328542,1.0,175.72009281925781,4454.669643492371,0.0,0.0,175.72009281925781,4454.669643492371,960,540,1024.0,343.0,9.0,10.0,0.0
872,14.533,0,205.70203336528385,1.0,92.37236091615907,4600.909404339362,0.0,0.0,92.37236091615907,4600.909404339362,960,540,1022.0,344.0,9.0,10.0,0.0
873,14.55,0,204.9801107546504,1.0,22.36067977500044,2557.1029526017246,0.0,0.0,22.36067977500044,2557.1029526017246,960,540,1022.0,344.0,9.0,10.0,0.0
874,14.567,0,204.9656793348962,1.0,14.069796859708639,388.0879344918204,0.0,0.0,14.069796859708639,388.0879344918204,960,540,1022.0,345.0,9.0,10.0,0.0
875,14.583,0,204.6296915347244,1.0,18.789923482809737,677.6309271789559,0.0,0.0,18.789923482809737,677.6309271789559,960,540,1023.0,345.0,9.0,10.0,0.0
876,14.6,0,204.40476606484194,1.0,12.857142857143344,422.09390579138903,0.0,0.0,12.857142857143344,422.09390579138903,960,540,1022.0,345.0,9.0,10.0,0.0
877,14.617,0,204.49954953406936,1.0,6.388765649999472,2032.8927815368643,0.0,0.0,6.388765649999472,2032.8927815368643,960,540,1022.0,346.0,9.0,10.0,0.0
878,14.633,0,204.19434631193812,1.0,57.65838877317324,3815.248674592561,0.0,0.0,57.65838877317324,3815.248674592561,960,540,1022.0,345.0,9.0,10.0,0.0
879,14.65,0,203.7141298781659,1.0,128.6111049891517,6216.058860331128,0.0,0.0,128.6111049891517,6216.058860331128,960,540,1023.0,346.0,9.0,10.0,0.0
880,14.667,0,202.54088918384687,1.0,264.69080922804005,9213.488337591609,0.0,0.0,264.69080922804005,9213.488337591609,960,540,1026.0,349.0,9.0,10.0,0.0
881,14.683,0,199.7570519871432,1.0,434.6661867198173,7954.590511401584,0.0,0.0,434.6661867198173,7954.590511401584,960,540,1029.0,352.0,9.0,10.0,0.0
882,14.7,0,196.08440267018088,1.0,529.7053474357558,5310.309572435806,0.0,0.0,529.7053474357558,5310.309572435806,960,540,1034.0,358.0,9.0,10.0,0.0
883,14.717,0,192.43305517925884,1.0,611.663839916358,3759.722091336415,0.0,0.0,611.663839916358,3759.722091336415,960,540,1043.0,367.0,9.0,10.0,0.0
884,14.733,0,188.43733207067527,1.0,655.027651698611,805.2126097737353,0.0,0.0,655.027651698611,805.2126097737353,960,540,1049.0,374.0,9.0,10.0,0.0
885,14.75,0,185.33633091101066,1.0,586.1113636607367,3584.917384412081,0.0,0.0,586.1113636607367,3584.917384412081,960,540,1055.0,380.0,9.0,10.0,0.0
886,14.767,0,183.21208730386888,1.0,540.5458314688731,2972.3212944684965,0.0,0.0,540.5458314688731,2972.3212944684965,960,540,1064.0,390.0,9.0,10.0,0.0
887,14.783,0,182.28572050554823,1.0,511.23300331010034,4638.283461517833,0.0,0.0,511.23300331010034,4638.283461517833,960,540,1069.0,394.0,9.0,10.0,0.0
888,14.8,0,182.28206320670571,1.0,398.5944693801025,5792.060012091526,0.0,0.0,398.5944693801025,5792.060012091526,960,540,1074.0,398.0,9.0,10.0,0.0
889,14.817,0,182.90825798471292,1.0,320.67848988910436,3917.8555150405546,0.0,0.0,320.67848988910436,3917.8555150405546,960,540,1082.0,403.0,9.0,10.0,0.0
890,14.833,0,183.3267902357445,1.0,269.07627323182334,4795.40596481145,0.0,0.0,269.07627323182334,4795.40596481145,960,540,1084.0,405.0,9.0,10.0,0.0
891,14.85,0,183.41513326634512,1.0,166.70271718951545,4930.24816198691,0.0,0.0,166.70271718951545,4930.24816198691,960,540,1086.0,407.0,9.0,10.0,0.0
892,14.867,0,183.08337319907068,1.0,118.36470792272982,2473.120807929233,0.0,0.0,118.36470792272982,2473.120807929233,960,540,1089.0,410.0,9.0,10.0,0.0
893,14.883,0,182.33253740079238,1.0,112.49489784348513,1388.0686920600515,0.0,0.0,112.49489784348513,1388.0686920600515,960,540,1089.0,411.0,9.0,10.0,0.0
894,14.9,0,181.3615674297883,1.0,96.57396446374534,345.52533206985294,0.0,0.0,96.57396446374534,345.52533206985294,960,540,1089.0,412.0,9.0,10.0,0.0
895,14.917,0,180.3982052894523,1.0,108.15710417570298,1030.3555954431654,0.0,0.0,108.15710417570298,1030.3555954431654,960,540,1089.0,415.0,9.0,10.0,0.0
896,14.933,0,179.4581413304952,1.0,125.61684535417443,274.4196101755432,0.0,0.0,125.61684535417443,274.4196101755432,960,540,1090.0,416.0,9.0,10.0,0.0
897,14.95,0,178.53767935045488,1.0,102.62871460378136,1362.0213070345553,0.0,0.0,102.62871460378136,1362.0213070345553,960,540,1091.0,418.0,9.0,10.0,0.0
898,14.967,0,177.90887244155093,1.0,80.73640657682884,1437.4722712497667,0.0,0.0,80.73640657682884,1437.4722712497667,960,540,1091.0,420.0,9.0,10.0,0.0
899,14.983,0,177.22052188921253,1.0,56.170295003821366,2001.0201479878197,0.0,0.0,56.170295003821366,2001.0201479878197,960,540,1091.0,421.0,9.0,10.0,0.0
900,15.0,0,176.83360742956455,1.0,14.708043058552494,2014.7415897502535,0.0,0.0,14.708043058552494,2014.7415897502535,960,540,1091.0,421.0,9.0,10.0,0.0
901,15.017,0,177.10947586142683,1.0,14.285714285713766,582.920164660082,0.0,0.0,14.285714285713766,582.920164660082,960,540,1092.0,422.0,9.0,10.0,0.0
902,15.033,0,177.30103664776448,1.0,5.150787536376902,1571.7532132193298,0.0,0.0,5.150787536376902,1571.7532132193298,960,540,1091.0,421.0,9.0,10.0,0.0
903,15.05,0,177.06731620239867,1.0,40.02550207463342,3198.532826922067,0.0,0.0,40.02550207463342,3198.532826922067,960,540,1092.0,421.0,9.0,10.0,0.0
904,15.067,0,176.37377852324576,1.0,102.62871460378163,4935.27494426699,0.0,0.0,102.62871460378163,4935.27494426699,960,540,1091.0,422.0,9.0,10.0,0.0
905,15.083,0,175.59687004891376,1.0,201.48428814015713,6573.788396164725,0.0,0.0,201.48428814015713,6573.788396164725,960,540,1092.0,425.0,9.0,10.0,0.0
906,15.1,0,173.78872674011447,1.0,321.36507309301646,6747.24433546392,0.0,0.0,321.36507309301646,6747.24433546392,960,540,1094.0,429.0,9.0,10.0,0.0
907,15.117,0,172.0790041622437,1.0,423.74905935721233,6639.953282353437,0.0,0.0,423.74905935721233,6639.953282353437,960,540,1096.0,433.0,9.0,10.0,0.0
908,15.133,0,170.7096698585643,1.0,535.546640435387,6480.362801635049,0.0,0.0,535.546640435387,6480.362801635049,960,540,1099.0,443.0,9.0,10.0,0.0
909,15.15,0,169.95873181905665,1.0,636.3319631661884,3068.1045135592526,0.0,0.0,636.3319631661884,3068.1045135592526,960,540,1104.0,450.0,9.0,10.0,0.0
910,15.167,0,169.78711493836335,1.0,635.600310810213,787.9189847505925,0.0,0.0,635.600310810213,787.9189847505925,960,540,1110.0,459.0,9.0,10.0,0.0
911,15.183,0,170.62662290640478,1.0,610.2592289598039,2567.496994414097,0.0,0.0,610.2592289598039,2567.496994414097,960,540,1116.0,470.0,9.0,10.0,0.0
912,15.2,0,171.483932859685,1.0,560.3078599834079,5091.529580527583,0.0,0.0,560.3078599834079,5091.529580527583,960,540,1119.0,478.0,9.0,10.0,0.0
913,15.217,0,172.11832137598844,1.0,448.3484432119904,6087.524881565069,0.0,0.0,448.3484432119904,6087.524881565069,960,540,1123.0,484.0,9.0,10.0,0.0
914,15.233,0,172.80958285765763,1.0,359.2310381572174,5446.905131375415,0.0,0.0,359.2310381572174,5446.905131375415,960,540,1127.0,493.0,9.0,10.0,0.0
915,15.25,0,173.4080228929103,1.0,269.69748737034763,6137.55585202559,0.0,0.0,269.69748737034763,6137.55585202559,960,540,1127.0,496.0,9.0,10.0,0.0
916,15.267,0,173.39120567111155,1.0,160.25489899863342,5331.022033191053,0.0,0.0,160.25489899863342,5331.022033191053,960,540,1129.0,500.0,9.0,10.0,0.0
917,15.283,0,173.18953349573903,1.0,94.97582936339847,2656.451522967832,0.0,0.0,94.97582936339847,2656.451522967832,960,540,1129.0,502.0,9.0,10.0,0.0
918,15.3,0,173.0654457888031,1.0,72.98308442539928,966.9012148009921,0.0,0.0,72.98308442539928,966.9012148009921,960,540,1129.0,503.0,9.0,10.0,0.0
919,15.317,0,172.80865776790966,1.0,63.003077346286545,388.08793449152097,0.0,0.0,63.003077346286545,388.08793449152097,960,540,1129.0,504.0,9.0,10.0,0.0
920,15.333,0,172.77130231173913,1.0,73.45691504104074,1153.1677754634877,0.0,0.0,73.45691504104074,1153.1677754634877,960,540,1129.0,505.0,9.0,10.0,0.0
921,15.35,0,172.8909385826537,1.0,96.22465210885224,1610.9953825040727,0.0,0.0,96.22465210885224,1610.9953825040727,960,540,1130.0,507.0,9.0,10.0,0.0
922,15.367,0,173.16698585083174,1.0,126.07901636413312,1419.4710138581272,0.0,0.0,126.07901636413312,1419.4710138581272,960,540,1130.0,508.0,9.0,10.0,0.0
923,15.383,0,173.57690892125495,1.0,142.98565648058224,542.1047417430599,0.0,0.0,142.98565648058224,542.1047417430599,960,540,1131.0,510.0,9.0,10.0,0.0
924,15.4,0,174.15082602181846,1.0,138.01064732661322,1206.8681005994322,0.0,0.0,138.01064732661322,1206.8681005994322,960,540,1132.0,513.0,9.0,10.0,0.0
925,15.417,0,174.8990314490452,1.0,104.79328534339398,2237.2085376238274,0.0,0.0,104.79328534339398,2237.2085376238274,960,540,1133.0,515.0,9.0,10.0,0.0
926,15.433,0,175.296186023733,1.0,64.20630015498121,1878.3948857839348,0.0,0.0,64.20630015498121,1878.3948857839348,960,540,1134.0,516.0,9.0,10.0,0.0
927,15.45,0,175.77808236626896,1.0,42.18520874352342,908.1265757321477,0.0,0.0,42.18520874352342,908.1265757321477,960,540,1134.0,516.0,9.0,10.0,0.0
928,15.467,0,175.79056287373584,1.0,44.652856023107944,787.918984750562,0.0,0.0,44.652856023107944,787.918984750562,960,540,1134.0,517.0,9.0,10.0,0.0
929,15.483,0,175.77518624587844,1.0,62.23720260226317,613.6209027118471,0.0,0.0,62.23720260226317,613.6209027118471,960,540,1135.0,518.0,9.0,10.0,0.0
930,15.5,0,175.86591728267896,1.0,65.05884306706088,303.04576336572455,0.0,0.0,65.05884306706088,303.04576336572455,960,540,1134.0,519.0,9.0,10.0,0.0
931,15.517,0,175.8498767082936,1.0,52.13796454541155,989.4339754811617,0.0,0.0,52.13796454541155,989.4339754811617,960,540,1135.0,520.0,9.0,10.0,0.0
932,15.533,0,175.9543978233529,1.0,33.956755211443785,1590.3407413095556,0.0,0.0,33.956755211443785,1590.3407413095556,960,540,1135.0,521.0,9.0,10.0,0.0
933,15.55,0,176.16018401114093,1.0,21.428571428573377,2127.8042721097345,0.0,0.0,21.428571428573377,2127.8042721097345,960,540,1135.0,521.0,9.0,10.0,0.0
934,15.567,0,176.66443972412392,1.0,55.47567953984716,2297.158848558297,0.0,0.0,55.47567953984716,2297.158848558297,960,540,1136.0,521.0,9.0,10.0,0.0
935,15.583,0,177.7897877179115,1.0,94.63140092387648,2805.424774123599,0.0,0.0,94.63140092387648,2805.424774123599,960,540,1136.0,520.0,9.0,10.0,0.0
936,15.6,0,179.5796363872827,1.0,147.6689623752416,4462.290982928922,0.0,0.0,147.6689623752416,4462.290982928922,960,540,1139.0,519.0,9.0,10.0,0.0
937,15.617,0,182.47392880594637,1.0,241.95209510672188,4880.8246208596265,0.0,0.0,241.95209510672188,4880.8246208596265,960,540,1141.0,518.0,9.0,10.0,0.0
938,15.633,0,187.3991459673632,1.0,309.65748029401453,3337.6332809890323,0.0,0.0,309.65748029401453,3337.6332809890323,960,540,1145.0,517.0,9.0,10.0,0.0
939,15.65,0,192.52171300225913,1.0,353.0913046051279,1955.0562390785697,0.0,0.0,353.0913046051279,1955.0562390785697,960,540,1151.0,514.0,9.0,10.0,0.0
940,15.667,0,198.79803217429458,1.0,374.5800369502288,1236.1890087303998,0.0,0.0,374.5800369502288,1236.1890087303998,960,540,1158.0,512.0,9.0,10.0,0.0
941,15.683,0,204.66751423521018,1.0,319.8532826922045,3705.098527980313,0.0,0.0,319.8532826922045,3705.098527980313,960,540,1161.0,510.0,9.0,10.0,0.0
942,15.7,0,209.31093081737788,1.0,261.71334996713233,2788.6797402852553,0.0,0.0,261.71334996713233,2788.6797402852553,960,540,1168.0,508.0,9.0,10.0,0.0
