frame,time_s,pan_dx,pan_dy,n_targets,ball_x,ball_y
775,0.0,0.0,0.0,1,960.0,540.0
776,0.016666666666666666,0.0,0.0,7,960.0,540.0
777,0.03333333333333333,-0.10927208241855624,-0.05063291139242665,7,959.8907279175814,539.9493670886076
778,0.05,-0.08571428571428896,-0.11896181896184999,7,959.8050136318672,539.8304052696458
779,0.06666666666666667,-0.00503680743906898,-0.02602685897880974,7,959.7999768244281,539.8043784106669
780,0.08333333333333333,0.0,-0.0036390592358088725,7,959.7999768244281,539.800739351431
781,0.1,0.0,0.0,7,959.7999768244281,539.800739351431
782,0.11666666666666667,0.0,0.0317815197396385,7,959.7999768244281,539.8325208711707
783,0.13333333333333333,-0.01739775203679983,-0.0311848500084011,7,959.7825790723913,539.8013360211623
784,0.15,0.0,0.0,7,959.7825790723913,539.8013360211623
785,0.16666666666666666,0.022807017543868824,0.19753703571456072,7,959.8053860899352,539.9988730568768
786,0.18333333333333332,1.264285177484453,0.0,7,961.0696712674196,539.9988730568768
787,0.2,9.172186168469466,-1.06596725480847,7,970.2418574358891,538.9329058020684
788,0.21666666666666667,7.238477071889861,-0.5500245821042427,7,977.4803345077789,538.3828812199641
789,0.23333333333333334,14.947189446083257,-1.0561701081612682,7,992.4275239538622,537.3267111118029
790,0.25,22.684693161652376,-7.810272756504389,7,1015.1122171155146,529.5164383552985
791,0.26666666666666666,9.004019906696612,-3.945568089950939,7,1024.1162370222112,525.5708702653476
792,0.2833333333333333,13.589984350547638,-6.009389671361532,7,1037.7062213727588,519.5614805939861
793,0.3,15.118387090218107,-6.924089994512514,7,1052.8246084629768,512.6373905994735
794,0.31666666666666665,8.844030595277673,-5.006595721095209,7,1061.6686390582545,507.6307948783783
795,0.3333333333333333,6.79405352413562,-4.619735378587961,7,1068.46269258239,503.01105949979035
796,0.35,8.628556092324288,-7.847711811997556,7,1077.0912486747143,495.1633476877928
797,0.36666666666666664,2.3282232059900707,-3.1522881880024443,7,1079.4194718807044,492.01105949979035
798,0.38333333333333336,4.532110091743107,-6.183194332843868,7,1083.9515819724475,485.8278651669465
799,0.4,2.6946736713077826,-4.389744409548342,6,1086.6462556437552,481.4381207573981
800,0.4166666666666667,2.0330920709441784,-4.777309691482245,6,1088.6793477146994,476.6608110659159
801,0.43333333333333335,1.6507867460100556,-5.733684949309946,6,1090.3301344607094,470.9271261166059
802,0.45,0.9360046460144531,-3.7271174443295223,6,1091.2661391067238,467.2000086722764
803,0.4666666666666667,0.6199246085148502,-3.271369204633629,6,1091.8860637152386,463.92863946764277
804,0.48333333333333334,0.7984195511726284,-2.129163022218094,6,1092.6844832664112,461.79947644542466
805,0.5,1.0003739312840594,-2.4481393691848012,6,1093.6848571976952,459.3513370762399
806,0.5166666666666667,0.7193707937966565,-1.622397936699457,6,1094.404227991492,457.72893913954044
807,0.5333333333333333,0.27727727727727824,-1.3773088837169354,6,1094.6815052687693,456.3516302558235
808,0.55,0.004205078440861598,-0.6725245637526314,6,1094.6857103472103,455.6791056920709
809,0.5666666666666667,0.011505762119099927,-0.22543337006689512,6,1094.6972161093295,455.45367232200397
810,0.5833333333333334,0.0,0.0,6,1094.6972161093295,455.45367232200397
811,0.6,0.0,0.0,6,1094.6972161093295,455.45367232200397
812,0.6166666666666667,0.038757319241540245,-0.41221770740934005,6,1094.735973428571,455.0414546145946
813,0.6333333333333333,0.16487172200862688,-0.4470477221537834,6,1094.9008451505797,454.5944068924408
814,0.65,0.010278835950373377,-0.07316241016476965,6,1094.9111239865301,454.5212444822761
815,0.6666666666666666,-0.029043946855040303,-0.11486884078166781,7,1094.8820800396752,454.4063756414944
816,0.6833333333333333,0.031684143159509404,-0.03313826735512748,7,1094.9137641828347,454.37323737413925
817,0.7,0.0,-0.004238376573340474,7,1094.9137641828347,454.3689989975659
818,0.7166666666666667,1.5743113038146248,0.048307274558737845,7,1096.4880754866494,454.4173062721246
819,0.7333333333333333,4.49410889956539,0.41768422331574584,7,1100.9821843862148,454.83499049544037
820,0.75,8.52333463331297,0.937350270210004,7,1109.5055190195278,455.77234076565037
821,0.7666666666666667,19.034290271132477,2.8916603744108897,7,1128.5398092906603,458.66400114006126
822,0.7833333333333333,15.93845381165761,1.2469497724134015,6,1144.478263102318,459.9109509124747
823,0.8,13.76620973288874,0.26856263724350526,6,1158.2444728352066,460.1795135497182
824,0.8166666666666667,13.695377832699137,-0.6064693433623347,6,1171.9398506679058,459.57304420635586
825,0.8333333333333334,16.89608361061204,-0.8067876892772716,6,1188.835934278518,458.7662565170786
826,0.85,12.228809503582966,-0.5138324385246449,6,1201.0647437821008,458.252424078554
827,0.8666666666666667,13.833089605362602,-1.061334754124232,6,1214.8978333874634,457.19108932442975
828,0.8833333333333333,8.54005876334628,-1.0750759454235492,6,1223.4378921508096,456.1160133790062
829,0.9,6.118228489515559,-1.0792031584111044,6,1229.5561206403252,455.03681022059504
830,0.9166666666666666,3.5064375640463368,-1.2413977426998173,6,1233.0625582043715,453.79541247789524
831,0.9333333333333333,3.0323861913066708,-1.5051272613335698,6,1236.094944395678,452.29028521656164
832,0.95,2.5038556943929393,-1.0572738868689555,6,1238.598800090071,451.23301132969266
833,0.9666666666666667,4.811416303510725,-1.4890127867184901,6,1243.4102163935818,449.74399854297417
834,0.9833333333333333,5.030841799709833,-1.2920608226473291,5,1248.4410581932916,448.45193772032684
835,1.0,4.778735430827169,-1.5031298904538062,5,1253.2197936241187,446.94880782987303
836,1.0166666666666666,7.4611650485436485,-3.1067961165048814,5,1260.6809586726622,443.84201171336815
837,1.0333333333333334,2.3606740319160053,-1.171013618774822,5,1263.0416327045782,442.6709980945933
838,1.05,2.3458632762116167,-1.2304004512126312,5,1265.38749598079,441.44059764338067
839,1.0666666666666667,1.901366607248974,-1.235924569257918,5,1267.288862588039,440.20467307412275
840,1.0833333333333333,0.4757504690431915,-0.6914038765341957,5,1267.764613057082,439.51326919758856
841,1.1,0.8040920873017967,-0.7078146290102723,5,1268.5687051443838,438.8054545685783
842,1.1166666666666667,0.9837664106337343,-0.4042735042734762,5,1269.5524715550175,438.4011810643048
843,1.1333333333333333,0.0,0.0,5,1269.5524715550175,438.4011810643048
844,1.15,0.9254727474972242,-0.21617431384876795,5,1270.4779443025147,438.18500675045607
845,1.1666666666666667,0.9209744503862112,-0.15940674666381938,5,1271.398918752901,438.02560000379225
846,1.1833333333333333,1.5125000000000455,-0.4876187588437517,5,1272.911418752901,437.53798124494847
847,1.2,0.024054982818029202,0.0006842086108349577,5,1272.935473735719,437.5386654535593
848,1.2166666666666666,0.03332759090960735,0.0,5,1272.9688013266286,437.5386654535593
849,1.2333333333333334,0.0353129175923641,0.014635866690170474,6,1273.004114244221,437.5533013202495
850,1.25,-1.9685075818713926,2.1118331686535328,6,1271.0356066623497,439.66513448890305
851,1.2666666666666666,-10.169889958462193,9.281355418322264,6,1260.8657167038875,448.9464899072253
852,1.2833333333333334,-7.775319287026434,7.0196130284574565,6,1253.0903974168612,455.9661029356828
853,1.3,-12.605283204190755,13.41120789942228,6,1240.4851142126704,469.37731083510505
854,1.3166666666666667,-21.61426426426425,23.75921353867966,6,1218.8708499484062,493.1365243737847
855,1.3333333333333333,-8.4042173477294,10.375981889777307,6,1210.4666326006768,503.51250626356205
856,1.35,-12.312366601959297,13.73332680133214,6,1198.1542659987176,517.2458330648942
857,1.3666666666666667,-18.105220959441283,20.135124523612177,6,1180.0490450392763,537.3809575885064
858,1.3833333333333333,-5.671102323230514,7.154085467769789,6,1174.3779427160457,544.5350430562762
859,1.4,-7.19843285508756,9.993659420289816,6,1167.1795098609582,554.528702476566
860,1.4166666666666667,-5.540749366744706,10.541196806168557,6,1161.6387604942136,565.0698992827345
861,1.4333333333333333,-2.506151495655388,5.0768426993512605,6,1159.1326089985582,570.1467419820857
862,1.45,-2.45067610240028,5.771775190645258,6,1156.6819328961578,575.918517172731
863,1.4666666666666666,-2.6380059074651285,4.708433315700347,6,1154.0439269886926,580.6269504884312
864,1.4833333333333334,-1.876947679617956,3.48391955707541,5,1152.1669793090746,584.1108700455067
865,1.5,-1.6242937853106696,3.169848691473476,5,1150.5426855237638,587.2807187369801
866,1.5166666666666666,-1.3762321144674843,3.437810295270424,5,1149.1664534092963,590.7185290322506
867,1.5333333333333334,-1.4197811447811546,3.9774096385542634,5,1147.7466722645152,594.6959386708048
868,1.55,-0.5752840909090082,2.046157684630714,5,1147.1713881736061,596.7420963554355
869,1.5666666666666667,-0.6070634101594123,3.6780300424263714,5,1146.5643247634466,600.4201263978618
870,1.5833333333333333,-1.3052536231883778,4.909832015810309,5,1145.2590711402581,605.3299584136721
871,1.6,-0.9901667663276612,2.8588342440801853,5,1144.2689043739306,608.1887926577523
872,1.6166666666666667,-1.1332851704048608,2.210932857991679,5,1143.1356192035257,610.399725515744
873,1.6333333333333333,-0.11807191081811652,0.533740546829506,5,1143.0175472927076,610.9334660625734
874,1.65,0.0,0.1309256614296146,5,1143.0175472927076,611.064391724003
875,1.6666666666666667,0.0,0.0,5,1143.0175472927076,611.064391724003
876,1.6833333333333333,0.0,0.0,6,1143.0175472927076,611.064391724003
877,1.7,0.0,0.0,6,1143.0175472927076,611.064391724003
878,1.7166666666666666,0.021833476458255063,0.0,6,1143.0393807691657,611.064391724003
879,1.7333333333333334,0.2833596869737107,0.471963649356411,6,1143.3227404561394,611.5363553733595
880,1.75,3.793856107620229,3.976914006575015,6,1147.1165965637597,615.5132693799345
881,1.7666666666666666,2.631338168407069,3.054799799799781,6,1149.7479347321669,618.5680691797343
882,1.7833333333333334,6.022178985093376,5.913479806462448,6,1155.7701137172603,624.4815489861967
883,1.8,8.910108629776346,9.029832952622343,6,1164.6802223470368,633.511381938819
884,1.8166666666666667,6.412058619220431,6.995250561028087,6,1171.0922809662572,640.5066324998471
885,1.8333333333333333,6.250631420678985,6.924514744232198,6,1177.3429123869362,647.4311472440793
886,1.85,10.311027990384275,9.880128781072159,6,1187.6539403773204,657.3112760251514
887,1.8666666666666667,4.66257709487445,3.9018510550377243,6,1192.3165174721948,661.2131270801891
888,1.8833333333333333,5.79907762016677,4.608907473100373,6,1198.1155950923617,665.8220345532895
889,1.9,7.720753120372251,6.076546082786763,5,1205.8363482127338,671.8985806360763
890,1.9166666666666667,2.028436261347565,1.567371370351509,5,1207.8647844740813,673.4659520064279
891,1.9333333333333333,2.6614371563739496,2.633328665453064,5,1210.5262216304552,676.0992806718809
892,1.95,2.1692211702791155,3.0,5,1212.6954428007343,679.0992806718809
893,1.9666666666666666,0.2143747551377828,0.9815497076023121,5,1212.909817555872,680.0808303794832
894,1.9833333333333334,0.5589120370370892,1.7641496256565574,5,1213.468729592909,681.8449800051399
895,2.0,0.2134841513294532,2.1877530364373,5,1213.6822137442387,684.0327330415771
896,2.0166666666666666,0.44653587597747446,1.9276234567902293,5,1214.1287496202162,685.9603564983673
897,2.033333333333333,0.7774774774775324,1.8333333333333144,5,1214.9062270976938,687.7936898317007
898,2.05,0.3069216757739923,1.1715251897859957,5,1215.2131487734678,688.9652150214868
899,2.066666666666667,0.049999999999954525,0.8739898989899757,5,1215.2631487734677,689.8392049204767
900,2.0833333333333335,0.1257293431204971,0.46549208139737175,5,1215.3888781165883,690.304697001874
901,2.1,0.21117870052012222,0.28869617302757433,5,1215.6000568171085,690.5933931749016
902,2.1166666666666667,0.02426042133561168,0.35872350337763237,5,1215.624317238444,690.9521166782793
903,2.1333333333333333,0.15746421267886035,0.21198119758554412,5,1215.781781451123,691.1640978758649
904,2.15,0.06787386646664118,0.8043093643371719,6,1215.8496553175896,691.968407240202
905,2.1666666666666665,0.6036678697028037,2.563175754337351,6,1216.4533231872924,694.5315829945393
906,2.183333333333333,1.21204432740916,3.929698751694417,6,1217.6653675147015,698.4612817462338
907,2.2,2.213416818400731,4.92715483020902,6,1219.8787843331022,703.3884365764428
